Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold
11/17/2023,4,11,2023,0,0,1010,Grocery,26.7,0.1,24.03,20,Rural,24.58,165.6,24.1,6.5,0.8,11,125,411,144
11/15/2023,2,11,2023,0,0,1018,Beauty,166.68,0.47,88.34,6,Rural,165.27,149.5,14.3,1.1,0.32,11,58,61,137
4/11/2023,1,4,2023,0,0,1004,Clothing,313.54,0.01,310.4,2,Urban,305.75,82.4,16,5.9,0.46,8,175,152,87
11/25/2023,5,11,2023,1,0,1013,Beauty,32.88,0.22,25.65,8,Rural,33.39,110.6,0.6,0.1,0.72,9,139,262,141
9/30/2023,5,9,2023,1,0,1015,Clothing,16.82,0.01,16.65,1,Rural,16.61,166.4,31.6,1.8,0.43,1,136,293,183
9/22/2023,4,9,2023,0,0,1012,Grocery,227.76,0.24,173.1,4,Rural,205.77,193,32.1,2.5,0.79,12,146,454,130
2/7/2023,1,2,2023,0,1,1019,Electronics,169.68,0.25,127.26,4,Urban,186.44,61.8,22.3,9,0.66,14,55,374,102
4/4/2023,1,4,2023,0,0,1003,Beauty,221.96,0.16,186.45,5,Urban,223.89,130.3,-4.3,2.5,0.41,3,74,242,123
4/5/2023,2,4,2023,0,1,1010,Clothing,135.03,0.07,125.58,20,Urban,134.32,96.9,16.5,0.1,0.5,13,186,341,101
11/1/2023,2,11,2023,0,0,1016,Home,86.54,0.19,70.1,9,Rural,94.41,83.8,20.2,2.2,0.97,6,166,341,128
3/10/2023,4,3,2023,0,0,1006,Grocery,346.13,0.34,228.45,13,Rural,322.31,125.9,34.8,3.5,0.66,4,99,346,122
11/14/2023,1,11,2023,0,0,1013,Electronics,259.71,0.39,158.42,18,Rural,243.57,140.9,34.8,14.9,0.9,8,38,120,116
8/24/2023,3,8,2023,0,0,1010,Grocery,104.08,0.27,75.98,17,Urban,110.49,51.5,29.3,14.2,0.18,9,42,352,109
11/30/2023,3,11,2023,0,1,1008,Home,163.2,0.29,115.87,1,Urban,155.39,167,-2.4,1,0.48,7,37,172,141
5/17/2023,2,5,2023,0,0,1012,Electronics,297.94,0.1,268.15,15,Urban,315.77,173,33.1,1,0.91,11,104,415,97
3/17/2023,4,3,2023,0,1,1017,Home,40.75,0.14,35.04,2,Urban,38.89,194.8,19.5,0.9,0.32,1,92,102,151
2/4/2023,5,2,2023,1,0,1010,Grocery,77.99,0.08,71.75,16,Rural,70.71,77.1,27,7.8,0.97,14,121,159,156
1/1/2023,6,1,2023,1,0,1014,Clothing,41.26,0.12,36.31,20,Urban,41.4,139.2,11.3,0,0.1,2,163,256,143
10/23/2023,0,10,2023,0,0,1018,Grocery,407.1,0.11,362.32,5,Urban,382.4,114,7.8,0.7,0.9,1,123,201,83
11/16/2023,3,11,2023,0,0,1000,Grocery,377.44,0.26,279.31,19,Urban,396.9,100.2,13.5,3.9,0.45,9,38,44,85
3/1/2023,2,3,2023,0,0,1003,Grocery,377.89,0.28,272.08,5,Urban,388.56,134.8,0.9,1.4,0.07,4,148,63,107
11/16/2023,3,11,2023,0,0,1013,Beauty,359.58,0.47,190.58,2,Urban,390.04,167.4,9.3,0.5,0.88,10,111,195,119
12/15/2023,4,12,2023,0,0,1013,Home,336.35,0.1,302.72,7,Urban,355.39,53.5,29.3,2.2,0.25,14,171,476,53
11/24/2023,4,11,2023,0,0,1002,Home,241.11,0.32,163.95,3,Urban,225.72,195.4,-3.5,1.6,0.02,8,113,390,125
9/24/2023,6,9,2023,1,0,1016,Home,322.93,0.41,190.53,17,Urban,342.32,171.5,1,3.6,0.14,5,57,421,126
12/27/2023,2,12,2023,0,0,1002,Beauty,23.99,0.28,17.27,3,Urban,24.67,162.7,0,19.4,0.66,5,164,69,160
8/17/2023,3,8,2023,0,0,1015,Clothing,312.62,0.13,271.98,13,Rural,323.18,164.1,11.1,0.7,0.98,5,133,180,116
9/27/2023,2,9,2023,0,0,1013,Grocery,390.05,0.13,339.34,7,Urban,415.97,108.4,34.9,2.3,0.11,11,177,330,61
11/12/2023,6,11,2023,1,0,1019,Clothing,252.68,0.02,247.63,3,Rural,256.41,162.7,1.9,13.4,0.46,5,168,246,119
10/13/2023,4,10,2023,0,0,1012,Beauty,181.97,0.15,154.67,15,Rural,180.73,108,0.8,10.5,0.18,3,176,328,86
10/18/2023,2,10,2023,0,0,1014,Home,142.33,0.37,89.67,18,Urban,146.22,184.8,31.6,2.5,0.75,6,120,157,147
8/1/2023,1,8,2023,0,0,1013,Grocery,323.19,0.02,316.73,10,Rural,310.13,76.6,30.3,6,0.12,14,33,405,53
6/14/2023,2,6,2023,0,1,1018,Electronics,347.94,0.11,309.67,7,Urban,325.85,93.9,-3.7,0.5,0.24,1,32,185,60
1/5/2023,3,1,2023,0,0,1005,Electronics,436.13,0.35,283.48,9,Rural,446.3,132.7,25.1,6.2,0.2,8,198,230,69
12/5/2023,1,12,2023,0,0,1009,Clothing,174.46,0.39,106.42,5,Rural,165.17,97.9,21.2,18,0.55,13,164,72,121
3/19/2023,6,3,2023,1,0,1014,Home,386.04,0.23,297.25,20,Rural,353.61,113.6,25.7,3.9,0.87,4,25,54,101
3/3/2023,4,3,2023,0,0,1019,Electronics,282.87,0.35,183.87,8,Urban,254.61,123.9,14.8,3.5,0.51,6,182,485,114
5/12/2023,4,5,2023,0,0,1005,Clothing,442,0.19,358.02,14,Urban,451.58,178.5,34.7,1,0.06,2,36,242,92
3/30/2023,3,3,2023,0,0,1009,Beauty,266.27,0.08,244.97,4,Urban,258.93,128.5,-3.2,5,0.56,2,142,301,111
8/25/2023,4,8,2023,0,0,1006,Clothing,261.23,0.2,208.98,20,Rural,274.41,104.4,4.4,4.5,0.8,8,196,352,85
2/11/2023,5,2,2023,1,0,1016,Clothing,291.05,0.29,206.65,14,Rural,283.78,87.2,10.9,5.3,0.13,14,44,409,98
3/30/2023,3,3,2023,0,1,1017,Clothing,375.91,0.47,199.23,12,Urban,374.86,111.3,13,0.1,0.07,1,183,447,96
10/23/2023,0,10,2023,0,0,1016,Grocery,482.52,0.03,468.04,2,Urban,473.55,127.4,31.9,4,0.19,8,65,463,50
11/24/2023,4,11,2023,0,0,1008,Clothing,41.41,0.25,31.06,13,Rural,42.66,161.9,17.4,4.5,0.75,10,136,392,156
10/22/2023,6,10,2023,1,0,1009,Clothing,31.45,0.16,26.42,1,Urban,30.55,68.2,-3.2,1.2,0.59,10,161,214,126
4/14/2023,4,4,2023,0,0,1009,Grocery,469.09,0.25,351.82,20,Rural,512.6,83.2,11.3,1.2,0.54,1,147,14,70
1/14/2023,5,1,2023,1,0,1006,Grocery,267.29,0.01,264.62,7,Rural,290.61,106.9,11.7,1.6,0.25,9,47,146,79
10/15/2023,6,10,2023,1,0,1015,Beauty,309.38,0.16,259.88,9,Urban,330.91,104.1,33.6,6.2,0.33,1,185,489,101
6/28/2023,2,6,2023,0,0,1017,Home,243.8,0.41,143.84,17,Rural,264.29,108.8,19,4.7,0.97,4,18,143,118
5/5/2023,4,5,2023,0,0,1005,Electronics,51.36,0.28,36.98,13,Urban,50.84,169,20.4,9.3,0.24,9,187,24,127
12/19/2023,1,12,2023,0,0,1019,Electronics,385.2,0.23,296.6,10,Urban,388.01,98.6,23.5,1.8,0.9,1,78,98,89
1/23/2023,0,1,2023,0,0,1000,Clothing,374.88,0.14,322.4,16,Rural,393.03,125.3,25.8,12.2,0.58,9,185,178,72
3/4/2023,5,3,2023,1,1,1000,Beauty,159.29,0.15,135.4,6,Rural,165.54,143.6,20.4,6.8,0.12,14,176,332,111
5/23/2023,1,5,2023,0,1,1011,Clothing,156.59,0.19,126.84,16,Urban,168.83,84.8,4.5,2.5,0.47,8,14,173,116
6/2/2023,4,6,2023,0,0,1001,Electronics,419.73,0.42,243.44,11,Urban,437.89,157.8,30,0.5,0.95,5,93,262,126
5/25/2023,3,5,2023,0,0,1003,Grocery,40.82,0.48,21.23,20,Urban,44.88,132.1,24.3,1.5,0.42,6,148,289,142
8/13/2023,6,8,2023,1,0,1016,Home,441.15,0.22,344.1,3,Urban,427.78,117,24.7,15.7,0.86,5,69,57,68
11/5/2023,6,11,2023,1,0,1003,Beauty,132.05,0.2,105.64,9,Urban,140.84,171.5,34.9,1.9,0.26,4,164,333,145
4/14/2023,4,4,2023,0,0,1010,Grocery,298.53,0.42,173.15,15,Urban,310.33,86.5,27.1,2,0.57,12,144,278,99
4/14/2023,4,4,2023,0,0,1003,Home,468.32,0.21,369.97,13,Urban,486.25,182.5,28.2,1.1,0.84,10,197,406,111
2/8/2023,2,2,2023,0,0,1000,Beauty,340.67,0.28,245.28,10,Urban,328.8,134.2,33.1,8.2,0.92,14,187,144,129
7/17/2023,0,7,2023,0,0,1006,Beauty,210.14,0.12,184.92,20,Urban,222.14,141.4,1,1.6,0.49,13,76,396,100
5/14/2023,6,5,2023,1,0,1017,Electronics,346.32,0.37,218.18,13,Rural,374.05,181.3,14.9,2,0.64,12,78,121,153
3/8/2023,2,3,2023,0,1,1008,Grocery,175.27,0.27,127.95,17,Rural,165.4,172.6,18.2,2.7,0,4,192,26,110
6/28/2023,2,6,2023,0,0,1002,Beauty,142.24,0.4,85.34,7,Urban,145.81,140.2,8.2,2.8,0.25,14,86,65,124
2/11/2023,5,2,2023,1,0,1007,Beauty,498.36,0.39,304,6,Urban,487.61,163,28.6,2.6,0.28,10,153,100,108
1/15/2023,6,1,2023,1,1,1018,Home,376.64,0.11,335.21,13,Urban,413.52,115,25.5,3.5,0.09,8,127,413,67
4/21/2023,4,4,2023,0,0,1003,Electronics,324.14,0.36,207.45,17,Urban,322.77,132.1,23.8,8.4,0.28,8,21,387,95
6/6/2023,1,6,2023,0,0,1017,Clothing,180.87,0.4,108.52,15,Urban,171.04,59.3,34.9,8.6,0.32,9,36,93,85
10/16/2023,0,10,2023,0,0,1019,Electronics,29.33,0.17,24.34,4,Rural,28.64,63.5,5.4,8,0.97,3,170,66,120
8/19/2023,5,8,2023,1,0,1010,Clothing,20.37,0.09,18.54,15,Rural,21,174.4,24.4,0.5,0.67,10,94,249,158
6/6/2023,1,6,2023,0,0,1013,Grocery,279.32,0,279.32,14,Rural,255.64,59,17.1,8,0.43,8,117,141,78
2/7/2023,1,2,2023,0,0,1017,Grocery,382.21,0.23,294.3,11,Urban,390.13,75.4,7.5,0.6,0.99,3,64,266,100
4/7/2023,4,4,2023,0,0,1015,Beauty,271,0.18,222.22,4,Rural,294.37,169.4,1.4,0.7,0.15,2,61,39,101
10/16/2023,0,10,2023,0,0,1002,Grocery,421.19,0.28,303.26,3,Rural,450.7,50.2,30.8,14.8,0.48,2,46,214,60
9/11/2023,0,9,2023,0,0,1014,Beauty,21.55,0.09,19.61,2,Urban,19.69,92.4,18.8,8.6,0.65,9,122,488,126
7/15/2023,5,7,2023,1,0,1003,Electronics,186.54,0.43,106.33,20,Urban,204.95,137.6,28,4,0.06,4,129,495,110
3/27/2023,0,3,2023,0,0,1004,Grocery,122.35,0.13,106.44,10,Urban,127.21,139.3,16.8,10.4,0.72,5,24,479,119
11/18/2023,5,11,2023,1,0,1016,Electronics,226.4,0.11,201.5,13,Urban,211.11,166.6,3.8,22.7,0.1,2,93,130,103
1/10/2023,1,1,2023,0,1,1006,Electronics,40.83,0.24,31.03,20,Rural,36.85,125.9,8.5,4.7,0.14,9,92,489,133
1/5/2023,3,1,2023,0,0,1015,Grocery,477.3,0.25,357.98,18,Urban,445.92,126.4,10.3,4.7,0.16,7,74,0,63
5/3/2023,2,5,2023,0,0,1013,Electronics,115.51,0.11,102.8,16,Urban,123.32,158.8,33.9,7,0.93,3,12,8,141
11/26/2023,6,11,2023,1,0,1015,Grocery,461.54,0.14,396.92,11,Urban,417.38,124.8,-4.8,1.3,0.68,6,114,367,80
12/19/2023,1,12,2023,0,0,1006,Grocery,215.82,0.08,198.55,10,Urban,204.3,141.3,34.4,0.9,0.66,7,142,328,114
4/28/2023,4,4,2023,0,1,1008,Grocery,492.83,0.36,315.41,9,Rural,518.19,184.7,34.2,7.1,0.56,14,146,379,91
10/21/2023,5,10,2023,1,0,1003,Clothing,279.26,0.39,170.35,12,Urban,284.07,110.2,34.8,2.1,0.29,12,138,331,119
6/8/2023,3,6,2023,0,0,1010,Electronics,465.76,0.23,358.64,19,Rural,492.1,107.8,14.1,0.7,0.62,6,39,384,52
10/30/2023,0,10,2023,0,0,1001,Home,7.65,0.36,4.9,1,Urban,8.03,50.5,33.6,1.9,0.41,10,80,143,114
8/16/2023,2,8,2023,0,0,1011,Grocery,375.38,0.37,236.49,18,Urban,341.64,142,10.8,2.2,0.15,11,157,349,115
12/31/2023,6,12,2023,1,0,1011,Electronics,452.01,0.07,420.37,14,Urban,487.49,54.5,-3.9,16.8,0.69,10,102,327,54
8/4/2023,4,8,2023,0,0,1003,Beauty,74.16,0.48,38.56,1,Rural,70.11,125.6,4,6,0.13,6,36,493,114
7/3/2023,0,7,2023,0,0,1017,Grocery,52.58,0.41,31.02,17,Urban,53.14,170.6,32.8,3.8,0.19,13,72,301,132
1/15/2023,6,1,2023,1,0,1006,Grocery,215.16,0.1,193.64,11,Urban,221.37,132.5,-4.4,17.3,0.82,8,90,137,119
6/6/2023,1,6,2023,0,0,1000,Home,467.17,0.09,425.12,20,Urban,436.21,90.4,16.8,11.7,0.66,14,40,416,50
5/16/2023,1,5,2023,0,0,1012,Clothing,273.48,0.06,257.07,15,Urban,299.53,167.9,-2,3.6,0.63,8,156,357,118
9/18/2023,0,9,2023,0,0,1005,Clothing,266.09,0.07,247.46,4,Rural,265.46,90.5,6.5,11.8,0.42,5,123,296,97
6/6/2023,1,6,2023,0,1,1005,Grocery,74.86,0.37,47.16,15,Urban,68.24,160,-1.5,2.6,0.4,14,111,178,141
2/16/2023,3,2,2023,0,0,1011,Electronics,5.39,0.23,4.15,14,Urban,5.86,141.5,29.4,1.3,0.69,4,102,277,154
11/20/2023,0,11,2023,0,0,1007,Beauty,406.02,0.39,247.67,1,Urban,413.03,75.5,18.6,1.3,0.74,11,199,143,77
11/28/2023,1,11,2023,0,0,1018,Beauty,48.35,0.37,30.46,9,Rural,50.28,185.8,31.1,5.4,0.51,5,144,338,158
6/22/2023,3,6,2023,0,0,1004,Electronics,318.76,0.3,223.13,7,Urban,320.37,80.1,22.5,3.5,0.97,9,174,458,88
5/10/2023,2,5,2023,0,0,1017,Grocery,457.74,0.34,302.11,11,Rural,488.38,198.4,33.8,5.4,0.96,12,80,189,118
4/5/2023,2,4,2023,0,0,1004,Beauty,108.28,0.01,107.2,2,Rural,98.17,51.1,15.4,5.8,0.41,10,95,436,95
4/25/2023,1,4,2023,0,0,1009,Clothing,334.31,0.16,280.82,2,Urban,318.82,89.5,20.5,0.1,0.82,6,145,330,93
8/31/2023,3,8,2023,0,0,1000,Electronics,43.96,0.32,29.89,6,Urban,43.69,80,18.1,0.3,0.54,3,194,269,139
10/19/2023,3,10,2023,0,0,1009,Home,303.86,0,303.86,19,Urban,278.13,52.1,14.4,3.8,0.51,3,37,486,77
10/9/2023,0,10,2023,0,0,1004,Grocery,86.15,0.02,84.43,20,Rural,89.7,159.9,28.8,1.1,0.05,14,91,186,132
10/26/2023,3,10,2023,0,0,1011,Electronics,369.3,0.43,210.5,14,Urban,361.45,154,20.8,5,0.57,1,104,153,121
10/10/2023,1,10,2023,0,1,1006,Beauty,154.11,0.34,101.71,3,Urban,147.1,168.9,27.1,4,0.9,5,26,171,143
3/10/2023,4,3,2023,0,0,1008,Grocery,234.38,0.13,203.91,7,Rural,211.1,88.5,26.5,4.4,0.78,6,148,403,92
5/28/2023,6,5,2023,1,1,1011,Clothing,301.72,0.34,199.14,7,Urban,314.99,116.7,2.6,1.8,0.79,8,152,467,102
1/11/2023,2,1,2023,0,0,1000,Grocery,89.78,0.4,53.87,4,Urban,95.77,148.9,21,5.1,0.16,11,167,246,140
9/11/2023,0,9,2023,0,0,1010,Grocery,372.11,0.15,316.29,5,Urban,364.3,116,3,8.8,0.36,9,104,388,58
11/26/2023,6,11,2023,1,0,1014,Clothing,154.81,0.02,151.71,17,Urban,156.8,154.6,18.3,31.3,0.23,7,130,448,134
12/26/2023,1,12,2023,0,0,1001,Clothing,332.87,0.47,176.42,4,Urban,314.74,145.1,22.1,9.1,0.32,1,15,10,111
2/7/2023,1,2,2023,0,0,1019,Grocery,83.35,0.17,69.18,13,Urban,85.39,67.2,34.9,4.1,0.58,7,21,46,114
5/14/2023,6,5,2023,1,0,1006,Clothing,345.62,0.05,328.34,16,Rural,311.9,167.2,-3.8,1.1,0.36,10,96,265,103
7/19/2023,2,7,2023,0,0,1011,Electronics,68.45,0.25,51.34,16,Urban,68.29,158.1,-1.4,5.7,0.56,9,198,316,130
1/23/2023,0,1,2023,0,0,1017,Clothing,215.55,0.38,133.64,2,Rural,221.77,148.4,-1.9,13.9,0.44,4,112,110,124
10/30/2023,0,10,2023,0,0,1002,Clothing,127.37,0.11,113.36,18,Rural,138.02,73.3,10.9,1.2,0.29,11,113,475,120
12/12/2023,1,12,2023,0,0,1006,Grocery,375.45,0.13,326.64,1,Urban,366.54,90.2,27.9,1.5,0.1,12,173,300,60
10/29/2023,6,10,2023,1,0,1010,Electronics,134.71,0.12,118.54,18,Rural,141.85,109,28.8,0.8,0.89,7,44,302,118
12/29/2023,4,12,2023,0,0,1017,Home,441.45,0.5,220.72,8,Urban,450.07,92,24.5,6.7,0.01,9,76,417,80
8/6/2023,6,8,2023,1,0,1011,Home,446.45,0.1,401.8,11,Rural,484.58,84.2,30.9,2.6,0,1,115,373,62
5/21/2023,6,5,2023,1,0,1005,Beauty,102.24,0.29,72.59,15,Rural,100.16,170.8,7.9,0.3,0.83,12,101,396,150
4/14/2023,4,4,2023,0,0,1004,Clothing,308.85,0.46,166.78,16,Urban,297.68,145.7,-1.5,10.4,1,10,72,491,114
7/29/2023,5,7,2023,1,0,1000,Clothing,48.42,0.07,45.03,17,Urban,52.17,134.8,-2.7,4.1,0.73,9,92,472,146
4/21/2023,4,4,2023,0,0,1011,Electronics,198.81,0.49,101.39,17,Urban,180.89,83.9,29.1,2,0.02,4,177,278,91
4/14/2023,4,4,2023,0,0,1010,Home,358.09,0.47,189.79,12,Urban,332.05,187.7,24.2,2.1,0.23,12,91,291,100
11/12/2023,6,11,2023,1,0,1003,Beauty,331.41,0.44,185.59,10,Urban,303.73,78.7,22.9,1.7,0.97,8,40,446,118
6/20/2023,1,6,2023,0,0,1017,Electronics,314.23,0.11,279.66,20,Urban,335.79,169.2,8.6,3,0.81,3,46,251,121
12/22/2023,4,12,2023,0,0,1003,Clothing,144.86,0.32,98.5,6,Rural,130.68,195,10.2,2.1,0.57,2,142,75,154
11/20/2023,0,11,2023,0,0,1016,Home,192.12,0.38,119.11,8,Urban,206.02,159.1,33.3,4,0.24,13,124,174,137
5/13/2023,5,5,2023,1,0,1001,Beauty,55.96,0.49,28.54,13,Rural,55.41,198.9,-2.4,7.4,0.01,12,130,108,155
10/20/2023,4,10,2023,0,1,1001,Grocery,360.92,0.09,328.44,2,Rural,325.12,147.7,25.9,5.6,0.02,8,141,449,92
11/24/2023,4,11,2023,0,0,1011,Home,254.42,0.38,157.74,19,Urban,249.42,82.6,7.4,1.7,0.61,8,127,339,99
5/7/2023,6,5,2023,1,1,1005,Beauty,355.84,0.17,295.35,10,Rural,333.55,80.6,-3.4,3.8,0.02,3,163,335,70
4/16/2023,6,4,2023,1,0,1009,Electronics,128.23,0.09,116.69,4,Urban,131.42,98.7,24.7,9.2,0.99,13,161,13,122
4/2/2023,6,4,2023,1,0,1015,Grocery,165.6,0.21,130.82,12,Urban,171.54,51.1,8.2,0.4,0.18,8,176,180,83
10/14/2023,5,10,2023,1,0,1013,Beauty,170.44,0.4,102.26,18,Rural,170.01,152.3,23.9,0.4,0.71,11,193,321,138
2/20/2023,0,2,2023,0,0,1006,Beauty,17.74,0.23,13.66,7,Urban,16.11,90.3,23.3,4.1,0.16,11,191,432,149
1/29/2023,6,1,2023,1,0,1018,Clothing,173.82,0.27,126.89,20,Urban,179.25,172.3,16.4,5.1,0.54,6,47,271,157
10/23/2023,0,10,2023,0,0,1016,Home,402.64,0.5,201.32,4,Rural,430.18,103.9,26.1,1.2,0.08,10,119,451,100
10/24/2023,1,10,2023,0,0,1008,Clothing,449.16,0.2,359.33,7,Rural,468.95,122,18.2,6.8,0.77,9,191,42,75
8/2/2023,2,8,2023,0,0,1012,Grocery,261.52,0.31,180.45,10,Rural,278.78,194.9,6.5,5.2,0.58,10,156,460,129
9/24/2023,6,9,2023,1,0,1004,Beauty,230.47,0.18,188.99,15,Rural,216.67,86.3,24.4,12.8,0.09,13,35,101,112
9/14/2023,3,9,2023,0,0,1004,Clothing,20.26,0.2,16.21,12,Urban,21.84,158.2,18.6,0.9,0.85,6,136,112,161
10/29/2023,6,10,2023,1,0,1009,Home,440.21,0.35,286.14,1,Urban,424.56,163.3,-4.5,7,0.55,8,61,192,115
4/11/2023,1,4,2023,0,0,1009,Grocery,11.44,0.47,6.06,20,Rural,10.33,83.1,31.1,0.4,0.92,2,127,8,136
12/12/2023,1,12,2023,0,0,1006,Electronics,472.65,0.27,345.03,18,Urban,505.11,125.1,16.8,4.2,0.92,1,70,148,83
4/20/2023,3,4,2023,0,1,1014,Clothing,247.16,0.38,153.24,16,Urban,269,102.5,29.7,4,0.92,10,159,337,126
7/1/2023,5,7,2023,1,0,1006,Grocery,174.26,0.04,167.29,5,Urban,179.68,165.8,30.3,2.5,0.08,10,154,490,115
11/9/2023,3,11,2023,0,1,1014,Electronics,462.49,0.11,411.62,19,Rural,437.65,143.4,12.8,9.3,0.12,2,148,223,66
1/1/2023,6,1,2023,1,0,1002,Clothing,17.07,0.25,12.8,4,Urban,16.22,121.4,15.3,0,0.99,12,120,109,151
11/15/2023,2,11,2023,0,0,1018,Grocery,292.81,0.01,289.88,6,Rural,290.85,166.9,11.6,3.7,0.49,4,176,353,106
2/24/2023,4,2,2023,0,0,1009,Grocery,276.72,0.13,240.75,17,Urban,298.74,85.3,13,1.2,0.24,10,198,83,74
5/29/2023,0,5,2023,0,0,1014,Clothing,113.56,0.26,84.03,7,Urban,105.6,163,30.8,6.8,0.77,9,58,42,165
11/5/2023,6,11,2023,1,1,1002,Grocery,217.3,0.01,215.13,7,Urban,231.47,179.8,26.5,0.2,0.26,7,116,65,120
5/17/2023,2,5,2023,0,0,1005,Beauty,327.87,0.13,285.25,9,Urban,314.18,181.8,0.1,8.9,0.73,9,102,387,119
7/21/2023,4,7,2023,0,0,1011,Clothing,364.93,0.26,270.05,13,Rural,387.45,167.6,19.4,9.1,0.84,9,133,378,112
11/9/2023,3,11,2023,0,0,1014,Grocery,5.35,0.29,3.8,20,Urban,5.8,111.2,34.8,8.9,0.78,9,70,108,143
4/27/2023,3,4,2023,0,0,1005,Electronics,468.74,0.46,253.12,14,Urban,461.94,197.3,18.8,0.8,0.27,8,149,101,119
6/3/2023,5,6,2023,1,0,1012,Electronics,86.44,0.32,58.78,16,Urban,84.11,106.9,26.4,5,0.4,6,150,134,144
10/18/2023,2,10,2023,0,0,1018,Beauty,120.62,0.21,95.29,9,Urban,127.91,145.8,25.8,0.1,0.41,14,67,85,118
3/4/2023,5,3,2023,1,0,1002,Clothing,135.42,0.47,71.77,15,Urban,136.22,74.2,9,9.4,0.49,11,20,83,124
9/1/2023,4,9,2023,0,0,1007,Grocery,23.72,0.39,14.47,5,Urban,24.6,197.1,9.9,6.4,0.17,10,168,441,158
1/25/2023,2,1,2023,0,0,1007,Grocery,65.91,0.1,59.32,18,Rural,67.53,155.6,24,3.8,0.45,7,148,226,145
3/31/2023,4,3,2023,0,0,1019,Electronics,493.24,0.07,458.71,20,Rural,459,163,15,6.6,0.51,2,131,259,80
3/16/2023,3,3,2023,0,0,1014,Beauty,161.03,0.34,106.28,8,Urban,172.13,59.9,17.8,0.5,0.53,11,114,379,115
10/21/2023,5,10,2023,1,0,1003,Electronics,62.07,0.28,44.69,15,Urban,58.29,164.5,23.5,3.8,0.82,1,180,19,173
7/29/2023,5,7,2023,1,0,1018,Electronics,57.96,0.39,35.36,9,Urban,62.97,166.2,26.1,1.7,0.52,13,45,34,160
12/13/2023,2,12,2023,0,0,1002,Beauty,361.13,0.37,227.51,19,Urban,343.11,150.8,5.9,18,0.23,5,139,352,100
1/17/2023,1,1,2023,0,0,1012,Clothing,428.01,0.31,295.33,6,Rural,448.03,93.8,0.9,9.7,0.66,8,96,242,58
5/8/2023,0,5,2023,0,0,1007,Grocery,132.19,0.49,67.42,4,Rural,126.5,123.5,6.7,6.6,0.8,3,70,442,153
12/30/2023,5,12,2023,1,0,1015,Clothing,15.35,0.27,11.21,11,Urban,14.79,66.6,15.3,13.6,0.32,7,173,468,104
9/8/2023,4,9,2023,0,0,1012,Home,115.43,0.06,108.5,10,Rural,111.04,120.7,8.7,2.1,0.65,5,87,428,143
6/28/2023,2,6,2023,0,0,1002,Home,32.98,0.41,19.46,3,Urban,34.62,86.6,17.7,11.6,0.15,12,58,269,132
7/1/2023,5,7,2023,1,0,1015,Home,56.18,0.13,48.88,1,Urban,56.82,102.4,-2.9,2,0.34,10,164,222,152
6/1/2023,3,6,2023,0,0,1008,Beauty,218.6,0.39,133.35,12,Urban,235.34,74.4,15.4,6.6,0.91,13,149,405,116
1/25/2023,2,1,2023,0,0,1013,Electronics,118.81,0.48,61.78,15,Urban,114.23,84.5,9.7,6.7,0.91,8,195,303,136
6/29/2023,3,6,2023,0,0,1012,Clothing,260.39,0.35,169.25,15,Rural,270.39,61.5,16.4,0.1,0.58,6,15,157,94
7/17/2023,0,7,2023,0,0,1006,Grocery,130.48,0.3,91.34,14,Urban,137.08,188,11.9,2.2,0.7,6,53,284,152
12/10/2023,6,12,2023,1,0,1014,Home,470.57,0.23,362.34,7,Urban,437.77,129.6,6.4,0.1,0.85,7,184,35,81
6/10/2023,5,6,2023,1,0,1006,Clothing,453.44,0.18,371.82,17,Rural,444.42,109.5,31.2,29.2,0.96,7,32,496,81
6/26/2023,0,6,2023,0,0,1005,Home,285.57,0.18,234.17,19,Rural,284.59,130.3,2.4,0.7,0.49,4,124,297,93
10/12/2023,3,10,2023,0,0,1001,Home,180.44,0.32,122.7,7,Rural,175.23,144.2,22.3,3.9,0.56,10,107,28,130
3/4/2023,5,3,2023,1,0,1008,Grocery,193.67,0.38,120.08,3,Rural,186.78,188.3,32,7.8,0.42,12,117,390,145
5/30/2023,1,5,2023,0,0,1016,Beauty,208.87,0.34,137.85,3,Urban,216.66,76.8,16.5,1.1,0.07,10,105,415,96
6/3/2023,5,6,2023,1,0,1004,Electronics,365.15,0.1,328.64,18,Rural,344.4,94.3,30.1,3.3,0.42,10,35,396,75
6/5/2023,0,6,2023,0,0,1011,Beauty,228.56,0.25,171.42,20,Rural,238.13,196.4,0,4.7,0.79,13,144,254,134
2/18/2023,5,2,2023,1,0,1000,Clothing,429.08,0.4,257.45,14,Rural,466.41,105.7,14.8,0.9,0.8,8,169,396,106
12/3/2023,6,12,2023,1,0,1009,Beauty,472.33,0.24,358.97,3,Rural,478.49,53.4,13.3,7.5,0.89,6,42,437,70
3/25/2023,5,3,2023,1,0,1010,Clothing,171.29,0.27,125.04,7,Urban,175.11,72.1,-4.7,1.8,0.05,11,91,141,105
12/27/2023,2,12,2023,0,0,1015,Clothing,282.54,0.39,172.35,7,Rural,258.18,54,12.7,1.2,0.53,13,157,133,82
