Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold,Festival_Name,Festival_Type,UPC_EAN,Product_Name,Sub_Category,Brand_Name,Brand_Tier,Shelf_Life_Days,No_of_Checkout_Counters,Avg_Billing_Time_min,Local_Population_Density,Product_Age_Days,No_of_Customer_Purchases,Unit_Cost,Promotional_Campaign_Flag,Competitor_Promotion_Flag,Google_Trends_Current_Wk,Google_Trends_Lag_1w,Shelf_Capacity,Promotion_Type,Marketing_Spend,Payday_Flag,School_Vacation_Flag,Local_Event_Flag,Launch_Date,Seasonal_Product_Flag,Online_Sales_Units,In_Store_Sales_Units,App_Traffic_Index,Website_Visits,Backorder_Flag,Supplier_Delay_Days,Fill_Rate_Pct,Loyalty_Program_Usage_Count,Repeat_Purchase_Rate,Avg_Basket_Size
03/16/2023,3,3,2023,0,0,1007,Beauty,420.8,0.06,395.55,4,Rural,461.13,78.3,23.5,1.9,0.74,1,149,239,60,,,7395325907962,Nivea Skincare 1007,Skincare,Nivea,Mid,637,6,6.0,1738,559,33,246.93,N,Y,72,49,102,None,1761,0,0,0,09/03/2021,N,15,45,509,977,N,1,92.86,11,0.16,1.82
01/04/2023,2,1,2023,0,0,1019,Home,363.83,0.37,229.21,2,Urban,332.79,157.6,34.4,2.2,0.16,3,151,473,110,,,3209844131820,Philips Kitchenware 1019,Kitchenware,Philips,Budget,1822,8,2.9,6891,443,97,275.67,Y,N,90,72,104,BOGO,2234,1,0,0,10/18/2021,N,12,98,488,896,N,2,86.19,41,0.38,1.13
12/01/2023,4,12,2023,0,0,1007,Grocery,447.91,0.2,358.33,19,Urban,428.55,102.9,16.7,3.2,0.27,13,138,60,67,,,6534724436439,Tata Spices 1007,Spices,Tata,Mid,6,15,3.6,7003,1896,66,244.79,Y,N,84,90,41,Flash Sale,4459,1,1,0,09/22/2018,N,8,59,461,789,N,3,95.33,23,0.15,1.02
05/14/2023,6,5,2023,1,0,1009,Home,63.19,0.13,54.98,12,Urban,59.94,118.6,5.9,4.1,0.23,4,77,345,129,,,7030810140677,Sleepwell Kitchenware 1009,Kitchenware,Sleepwell,Premium,1569,8,4.4,7650,943,87,40.37,N,N,55,84,29,None,1354,0,1,0,10/13/2020,N,18,111,529,1057,N,0,86.67,20,0.24,1.48
04/28/2023,4,4,2023,0,0,1015,Beauty,495.16,0.19,401.08,10,Urban,470.26,72.3,22.3,8.3,0.4,11,58,11,39,,,1914986328580,Lakme Fragrance 1015,Fragrance,Lakme,Mid,702,7,3.6,13719,1988,38,385.58,Y,N,64,55,21,Loyalty Only,2016,0,0,0,11/17/2017,N,6,33,447,735,Y,1,89.4,19,0.34,1.03
04/04/2023,1,4,2023,0,0,1018,Beauty,108.66,0.25,81.5,13,Rural,106.02,110.7,34.2,1.1,0.22,11,27,465,139,,,3008669382416,Lakme Skincare 1018,Skincare,Lakme,Premium,564,6,3.6,705,1738,104,81.04,Y,N,21,64,68,Seasonal Discount,5683,1,0,0,07/01/2018,N,39,100,674,1620,N,2,89.56,29,0.33,1.34
03/03/2023,4,3,2023,0,0,1010,Beauty,10.83,0.17,8.99,20,Rural,11.52,65.5,2.1,10.3,0.35,5,173,136,131,,,6217443083823,Lakme Fragrance 1010,Fragrance,Lakme,Budget,384,3,5.5,1463,732,94,5.54,Y,Y,59,21,60,Loyalty Only,3225,1,0,0,03/01/2021,N,32,99,626,1432,N,0,96.03,38,0.31,1.39
07/13/2023,3,7,2023,0,1,1012,Electronics,498.72,0.12,438.87,15,Urban,539.9,130.0,8.0,7.1,0.73,14,73,194,69,,,8638690599897,Samsung Mobiles 1012,Mobiles,Samsung,Premium,1796,6,5.9,12371,1727,32,249.87,N,Y,89,59,88,None,1009,0,0,0,10/20/2018,N,21,48,550,1137,N,7,91.51,7,0.18,2.16
12/01/2023,4,12,2023,0,0,1008,Grocery,144.13,0.2,115.3,3,Urban,135.55,64.7,16.7,6.4,0.61,10,105,73,113,,,8274135829664,Ashirvad Spices 1008,Spices,Ashirvad,Budget,52,9,6.6,14271,987,60,72.37,Y,N,33,89,108,Loyalty Only,5637,1,1,0,03/19/2021,N,38,75,667,1593,N,1,98.12,14,0.22,1.88
07/22/2023,5,7,2023,1,0,1019,Electronics,335.67,0.01,332.31,20,Urban,338.55,168.6,1.8,0.5,0.08,12,37,362,101,,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,9,5.7,8788,1128,70,193.36,N,Y,15,33,71,None,1576,0,0,0,06/19/2020,N,15,86,509,977,N,5,98.8,37,0.37,1.44
01/26/2023,3,1,2023,0,0,1018,Clothing,92.46,0.39,56.4,13,Urban,94.99,135.0,-4.1,0.1,0.64,14,169,385,137,,,927705319183,FabIndia Ethnic wear 1018,Ethnic wear,FabIndia,Budget,981,7,3.2,14233,1189,68,66.05,Y,Y,28,15,118,BOGO,3370,0,0,0,10/25/2019,Y,32,105,626,1432,N,3,85.41,30,0.31,2.01
06/22/2023,3,6,2023,0,0,1015,Grocery,292.21,0.09,265.91,8,Urban,293.49,158.6,8.5,4.5,0.48,5,34,135,102,,,9597694480687,Amul Grains 1015,Grains,Amul,Mid,46,3,7.5,7119,555,32,243.59,N,Y,50,28,75,None,706,0,1,0,12/14/2021,N,27,75,591,1298,N,3,90.88,8,0.16,3.19
10/27/2023,4,10,2023,0,0,1006,Home,452.5,0.02,443.45,7,Urban,446.53,112.8,29.6,9.9,0.93,10,184,371,56,,,6784244770317,Tupperware Bedding 1006,Bedding,Tupperware,Budget,2358,8,7.3,11584,917,30,348.1,N,N,92,50,60,None,609,0,0,0,04/23/2021,N,13,43,495,923,N,1,90.36,15,0.16,1.87
05/13/2023,5,5,2023,1,0,1018,Beauty,163.49,0.33,109.54,8,Rural,153.42,107.2,-3.3,4.4,0.29,8,157,42,120,,,3008669382416,Lakme Skincare 1018,Skincare,Lakme,Premium,564,11,6.0,1321,1738,115,116.58,Y,Y,84,92,94,Loyalty Only,4128,0,1,0,08/09/2018,N,43,77,701,1727,Y,2,95.82,46,0.35,1.04
11/22/2023,2,11,2023,0,0,1011,Clothing,336.78,0.39,205.44,18,Urban,335.99,64.7,12.2,1.2,0.73,13,170,401,86,,,9350894528554,Allen Solly Ethnic wear 1011,Ethnic wear,Allen Solly,Mid,1141,13,2.6,5779,794,86,169.97,Y,Y,29,84,20,Loyalty Only,4030,0,0,0,09/19/2021,Y,13,73,495,923,N,2,98.35,41,0.25,1.0
04/28/2023,4,4,2023,0,0,1014,Grocery,98.01,0.41,57.83,9,Rural,96.07,128.6,25.5,0.5,0.73,13,39,435,131,,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,10,7.6,1191,1757,129,72.46,Y,N,90,29,44,Seasonal Discount,5318,0,0,0,07/06/2018,N,13,118,495,923,N,2,97.39,51,0.23,1.02
11/20/2023,0,11,2023,0,0,1013,Electronics,314.27,0.25,235.7,6,Rural,332.85,127.2,33.1,6.0,0.22,3,174,38,79,,,2336836726970,Samsung Computers 1013,Computers,Samsung,Premium,1082,8,4.8,1952,305,73,264.81,Y,N,93,90,117,BOGO,3385,0,0,0,01/19/2023,N,23,56,564,1191,Y,6,92.27,18,0.22,1.08
10/02/2023,0,10,2023,0,0,1010,Beauty,171.54,0.1,154.39,4,Rural,180.58,120.2,34.4,6.4,0.9,7,190,30,139,,,6217443083823,Lakme Fragrance 1010,Fragrance,Lakme,Budget,384,6,6.0,1738,732,57,91.15,N,N,33,93,61,None,1075,1,0,0,09/30/2021,N,35,104,646,1513,Y,3,96.51,23,0.27,2.44
07/31/2023,0,7,2023,0,0,1009,Electronics,109.55,0.37,69.02,15,Urban,101.53,161.1,11.9,0.9,0.49,14,111,141,140,,,6904971737690,Bose Audio 1009,Audio,Bose,Budget,1682,6,5.9,12371,813,43,87.54,Y,N,19,33,81,Flash Sale,4026,1,0,0,05/09/2021,N,40,100,681,1647,N,7,89.3,24,0.28,3.26
08/13/2023,6,8,2023,1,0,1010,Grocery,160.03,0.35,104.02,5,Rural,146.86,174.9,33.0,0.1,0.68,13,126,319,155,,,9334869047916,Amul Dairy 1010,Dairy,Amul,Mid,31,13,2.3,682,147,135,98.06,Y,Y,80,19,42,Loyalty Only,1991,0,0,0,03/19/2023,N,21,134,550,1137,N,2,97.4,27,0.13,1.15
01/20/2023,4,1,2023,0,0,1005,Grocery,93.53,0.12,82.31,5,Rural,101.16,162.6,-3.6,2.6,0.15,6,115,358,136,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,13,2.3,682,841,92,49.19,N,Y,73,80,72,None,944,0,0,0,10/01/2020,N,31,105,619,1406,N,1,94.06,40,0.22,1.48
04/23/2023,6,4,2023,1,0,1001,Clothing,451.45,0.45,248.3,7,Urban,454.66,71.6,24.8,4.4,0.26,10,83,352,86,,,2400030701766,Levis Ethnic wear 1001,Ethnic wear,Levis,Premium,794,8,7.3,11584,138,22,369.41,Y,Y,57,73,78,Seasonal Discount,5998,0,0,0,12/06/2022,Y,22,64,557,1164,N,3,90.61,11,0.27,3.91
05/20/2023,5,5,2023,1,0,1010,Home,201.61,0.05,191.53,9,Urban,216.04,143.3,20.7,6.1,0.59,11,78,476,101,,,5360161709121,Ikea Kitchenware 1010,Kitchenware,Ikea,Mid,2038,3,6.8,6250,496,29,139.8,N,Y,41,57,73,None,817,0,1,0,01/09/2022,N,11,90,481,869,N,1,86.45,12,0.27,3.48
02/16/2023,3,2,2023,0,0,1018,Electronics,126.41,0.49,64.47,7,Rural,115.24,62.0,5.0,8.3,0.32,10,17,43,107,,,2386552824760,Samsung Computers 1018,Computers,Samsung,Budget,1112,11,5.2,1046,1731,105,86.56,Y,Y,74,41,116,Seasonal Discount,3302,0,0,0,05/22/2018,N,13,94,495,923,Y,1,90.03,48,0.2,1.02
01/01/2023,6,1,2023,1,0,1005,Clothing,226.96,0.43,129.37,9,Urban,228.16,154.2,15.3,4.7,0.5,10,132,187,146,New Year,Gifting Season,5104045406377,Allen Solly Activewear 1005,Activewear,Allen Solly,Budget,1013,3,6.8,6250,1205,45,139.45,Y,Y,73,74,56,Loyalty Only,2796,1,0,1,09/14/2019,N,16,130,516,1003,N,1,97.17,16,0.17,3.24
03/31/2023,4,3,2023,0,0,1013,Beauty,163.67,0.34,108.02,20,Urban,164.96,107.3,0.2,0.6,0.37,11,106,352,137,,,6642929148227,Dove Fragrance 1013,Fragrance,Dove,Mid,527,9,5.7,8788,416,123,119.52,Y,Y,89,73,65,Loyalty Only,4819,1,0,0,02/08/2022,N,46,91,722,1808,N,2,89.72,36,0.11,1.11
05/22/2023,0,5,2023,0,0,1019,Home,373.49,0.47,197.95,10,Urban,400.43,69.9,29.9,5.7,0.64,6,110,482,90,,,3209844131820,Philips Kitchenware 1019,Kitchenware,Philips,Budget,1822,7,3.6,13719,443,63,189.61,Y,N,67,89,116,Flash Sale,1379,0,1,0,03/05/2022,N,12,78,488,896,N,2,94.72,32,0.12,1.43
11/16/2023,3,11,2023,0,0,1005,Clothing,485.75,0.36,310.88,4,Rural,446.66,179.3,9.3,20.7,0.49,10,10,1,98,,,5104045406377,Allen Solly Activewear 1005,Activewear,Allen Solly,Budget,1013,6,6.0,1738,1205,36,326.21,Y,N,12,67,30,Loyalty Only,4659,0,0,0,07/29/2020,N,37,61,660,1566,Y,3,86.39,12,0.29,2.72
02/07/2023,1,2,2023,0,0,1016,Electronics,221.83,0.1,199.65,6,Rural,210.31,142.1,20.0,11.8,0.0,9,104,482,113,,,2275932199366,Samsung Mobiles 1016,Mobiles,Samsung,Premium,1143,8,4.8,1952,102,58,179.34,N,Y,63,12,46,None,1964,0,0,0,10/28/2022,N,20,93,543,1111,N,0,99.59,34,0.37,1.95
10/20/2023,4,10,2023,0,0,1009,Grocery,431.21,0.22,336.34,14,Urban,423.15,103.2,1.4,10.3,0.65,14,16,415,81,,,6899637250727,Ashirvad Grains 1009,Grains,Ashirvad,Budget,34,5,2.1,7326,1508,26,264.0,Y,N,23,63,68,BOGO,6050,0,0,0,09/03/2019,N,24,57,571,1218,N,3,92.46,10,0.28,3.12
05/19/2023,4,5,2023,0,0,1000,Beauty,285.1,0.04,273.7,9,Urban,305.96,54.6,3.2,1.8,0.42,7,71,291,70,,,8366316402929,Nivea Makeup 1000,Makeup,Nivea,Budget,570,3,6.8,6250,1553,61,219.11,N,N,57,23,84,None,956,0,1,0,02/16/2019,N,21,49,550,1137,N,0,94.01,23,0.11,1.15
12/22/2023,4,12,2023,0,0,1002,Electronics,82.83,0.19,67.09,1,Rural,90.1,130.6,34.7,6.9,0.34,13,120,493,131,,,4600192812011,Samsung Accessories 1002,Accessories,Samsung,Mid,1586,8,4.6,1920,994,74,56.62,Y,Y,23,57,71,Seasonal Discount,4419,0,1,0,04/02/2021,N,37,94,660,1566,N,4,91.63,43,0.29,1.77
11/29/2023,2,11,2023,0,0,1007,Home,346.86,0.37,218.52,17,Rural,381.04,188.5,25.1,9.5,0.09,11,96,310,108,,,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,4,2.6,1279,891,49,178.11,Y,Y,83,23,115,Flash Sale,5303,0,0,0,06/21/2021,N,39,69,674,1620,N,1,97.93,22,0.12,2.2
09/16/2023,5,9,2023,1,1,1007,Home,259.15,0.19,209.91,13,Rural,282.95,139.5,33.5,5.7,0.22,7,195,369,103,,,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,6,3.6,705,891,80,149.75,Y,Y,75,83,69,Flash Sale,2998,0,0,0,04/08/2021,N,24,79,571,1218,N,2,93.97,17,0.27,1.29
06/10/2023,5,6,2023,1,0,1019,Grocery,327.05,0.17,271.45,7,Urban,294.73,195.7,6.8,1.4,0.22,11,96,342,115,,,764059675490,Ashirvad Beverages 1019,Beverages,Ashirvad,Budget,16,8,7.3,11584,784,42,273.73,Y,Y,17,75,58,BOGO,5639,0,1,0,04/17/2021,Y,11,104,481,869,N,2,91.23,15,0.26,2.74
06/27/2023,1,6,2023,0,0,1014,Grocery,445.4,0.3,311.78,9,Urban,405.11,70.5,1.6,15.4,0.94,14,132,446,80,,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,3,6.8,6250,1757,16,268.51,Y,Y,54,17,103,Loyalty Only,2787,0,1,1,09/04/2018,N,17,63,522,1030,N,2,96.07,7,0.17,5.0
01/10/2023,1,1,2023,0,0,1006,Beauty,223.02,0.44,124.89,11,Urban,207.3,135.2,15.1,3.0,0.43,1,17,324,127,,,375015213779,Nivea Fragrance 1006,Fragrance,Nivea,Budget,518,6,4.4,6438,233,125,127.4,Y,Y,87,54,87,Loyalty Only,3183,0,0,0,05/22/2022,N,25,102,577,1245,N,2,85.41,31,0.28,1.02
09/18/2023,0,9,2023,0,0,1010,Beauty,451.08,0.02,442.06,3,Rural,437.44,169.7,14.8,0.7,0.04,1,73,366,56,,,6217443083823,Lakme Fragrance 1010,Fragrance,Lakme,Budget,384,11,7.3,1637,732,35,301.06,Y,N,73,87,46,BOGO,3245,0,0,0,09/16/2021,N,18,38,529,1057,N,2,97.14,16,0.12,1.6
05/18/2023,3,5,2023,0,0,1006,Grocery,376.58,0.19,305.03,12,Urban,401.43,128.8,2.0,0.6,0.14,9,145,335,93,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,8,4.4,7650,268,18,259.52,Y,Y,73,73,54,Flash Sale,4602,0,1,0,08/23/2022,N,19,74,536,1084,N,2,94.22,4,0.13,5.17
06/21/2023,2,6,2023,0,0,1003,Grocery,246.86,0.08,227.11,3,Urban,266.25,63.7,24.3,5.2,0.08,9,140,295,59,,,1131674445030,Nestle Dairy 1003,Dairy,Nestle,Mid,48,9,6.6,14271,45,58,160.57,N,N,27,73,109,None,1250,0,1,0,05/07/2023,N,23,36,564,1191,N,0,93.67,16,0.24,1.02
01/13/2023,4,1,2023,0,1,1011,Home,303.59,0.35,197.33,15,Urban,284.58,137.4,9.5,2.9,0.59,12,136,23,118,,,241095574500,Philips Kitchenware 1011,Kitchenware,Philips,Premium,1911,6,5.9,12371,1530,28,235.19,Y,N,37,27,92,Seasonal Discount,1957,0,0,0,11/05/2018,N,40,78,681,1647,Y,1,92.6,15,0.15,4.21
06/17/2023,5,6,2023,1,0,1005,Grocery,166.16,0.05,157.85,10,Urban,170.14,141.8,2.5,0.5,0.19,11,195,372,114,,,9837527634092,Ashirvad Grains 1005,Grains,Ashirvad,Budget,18,7,3.6,13719,841,76,115.43,N,Y,27,37,95,None,1328,0,1,0,02/26/2021,N,35,79,646,1513,N,2,87.87,41,0.27,1.5
05/10/2023,2,5,2023,0,0,1013,Clothing,491.88,0.33,329.56,1,Rural,532.94,159.3,8.3,6.7,0.5,10,136,441,83,,,8974285838703,FabIndia Activewear 1013,Activewear,FabIndia,Budget,530,8,4.6,1920,905,69,299.98,Y,Y,59,27,113,Loyalty Only,4168,0,1,0,11/16/2020,N,8,75,461,789,N,3,92.87,34,0.31,1.2
03/25/2023,5,3,2023,1,0,1011,Electronics,335.34,0.14,288.39,14,Urban,332.91,164.2,17.5,8.0,0.37,3,169,103,100,,,4385547629763,Samsung Computers 1011,Computers,Samsung,Mid,1224,5,2.1,7326,1637,28,230.21,N,N,55,59,29,None,880,0,0,0,09/30/2018,N,10,90,474,843,N,6,99.84,6,0.2,3.57
11/17/2023,4,11,2023,0,0,1010,Grocery,26.7,0.1,24.03,20,Rural,24.58,165.6,24.1,6.5,0.8,11,125,411,144,,,9334869047916,Amul Dairy 1010,Dairy,Amul,Mid,31,3,5.5,1463,147,133,20.68,N,N,13,55,44,None,1410,0,0,0,06/23/2023,N,24,120,571,1218,N,1,92.77,38,0.35,1.08
11/15/2023,2,11,2023,0,0,1018,Beauty,166.68,0.47,88.34,6,Rural,165.27,149.5,14.3,1.1,0.32,11,58,61,137,,,3008669382416,Lakme Skincare 1018,Skincare,Lakme,Premium,564,8,4.8,1952,1738,126,125.33,Y,Y,25,13,88,Seasonal Discount,5781,0,0,0,02/11/2019,N,19,118,536,1084,Y,3,96.07,47,0.12,1.09
04/11/2023,1,4,2023,0,0,1004,Clothing,313.54,0.01,310.4,2,Urban,305.75,82.4,16.0,5.9,0.46,8,175,152,87,,,7044491151727,Levis Formalwear 1004,Formalwear,Levis,Premium,1347,8,2.9,6891,1739,40,229.57,N,Y,82,25,20,None,843,0,0,0,07/07/2018,N,32,55,626,1432,N,2,93.18,17,0.33,2.17
11/25/2023,5,11,2023,1,0,1013,Beauty,32.88,0.22,25.65,8,Rural,33.39,110.6,0.6,0.1,0.72,9,139,262,141,,,6642929148227,Dove Fragrance 1013,Fragrance,Dove,Mid,527,11,6.0,1321,416,68,20.67,Y,N,40,82,30,Seasonal Discount,5015,0,0,1,10/05/2022,N,36,105,653,1540,N,3,93.49,24,0.25,2.07
09/30/2023,5,9,2023,1,0,1015,Clothing,16.82,0.01,16.65,1,Rural,16.61,166.4,31.6,1.8,0.43,1,136,293,183,,,5121255293176,FabIndia Activewear 1015,Activewear,FabIndia,Premium,1105,8,4.6,1920,173,58,10.55,N,Y,69,40,120,None,1435,1,0,0,04/10/2023,N,19,164,536,1084,N,1,93.34,22,0.22,3.16
09/22/2023,4,9,2023,0,0,1012,Grocery,227.76,0.24,173.1,4,Rural,205.77,193.0,32.1,2.5,0.79,12,146,454,130,,,16104203210,Nestle Spices 1012,Spices,Nestle,Premium,7,6,6.0,1738,1330,109,165.53,Y,Y,21,69,39,BOGO,4673,0,0,0,01/31/2020,N,21,109,550,1137,N,2,98.15,48,0.2,1.19
02/07/2023,1,2,2023,0,1,1019,Electronics,169.68,0.25,127.26,4,Urban,186.44,61.8,22.3,9.0,0.66,14,55,374,102,,,832733976485,Bose Computers 1019,Computers,Bose,Mid,1209,12,2.5,10210,1128,84,142.25,Y,N,43,21,34,Loyalty Only,4059,0,0,0,01/06/2020,N,21,81,550,1137,N,2,98.81,40,0.15,1.21
04/04/2023,1,4,2023,0,0,1003,Beauty,221.96,0.16,186.45,5,Urban,223.89,130.3,-4.3,2.5,0.41,3,74,242,123,,,6350352982163,Dove Skincare 1003,Skincare,Dove,Premium,391,11,6.6,5663,1782,48,159.55,Y,Y,88,43,113,Loyalty Only,5228,1,0,0,05/18/2018,N,48,75,736,1861,N,2,89.88,26,0.34,2.56
04/05/2023,2,4,2023,0,1,1010,Clothing,135.03,0.07,125.58,20,Urban,134.32,96.9,16.5,0.1,0.5,13,186,341,101,,,9907038161151,Zara Activewear 1010,Activewear,Zara,Premium,611,9,5.7,8788,300,93,92.48,N,Y,62,88,64,None,1288,1,0,0,06/09/2022,N,20,81,543,1111,N,0,95.05,21,0.12,1.09
11/01/2023,2,11,2023,0,0,1016,Home,86.54,0.19,70.1,9,Rural,94.41,83.8,20.2,2.2,0.97,6,166,341,128,,,4975301079524,Philips Kitchenware 1016,Kitchenware,Philips,Mid,2051,10,7.6,1191,1701,91,71.06,Y,Y,56,62,29,Seasonal Discount,5292,1,0,0,03/06/2019,N,22,106,557,1164,N,2,88.5,51,0.31,1.41
03/10/2023,4,3,2023,0,0,1006,Grocery,346.13,0.34,228.45,13,Rural,322.31,125.9,34.8,3.5,0.66,4,99,346,122,,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,6,3.6,705,268,25,289.97,Y,N,50,56,25,Loyalty Only,3530,0,0,0,06/15/2022,N,44,78,708,1754,N,0,90.03,8,0.31,4.88
11/14/2023,1,11,2023,0,0,1013,Electronics,259.71,0.39,158.42,18,Rural,243.57,140.9,34.8,14.9,0.9,8,38,120,116,,,2336836726970,Samsung Computers 1013,Computers,Samsung,Premium,1082,4,4.7,1754,305,61,214.7,Y,N,53,50,44,Loyalty Only,4083,0,0,0,01/13/2023,N,40,76,681,1647,N,3,91.81,20,0.27,1.9
08/24/2023,3,8,2023,0,0,1010,Grocery,104.08,0.27,75.98,17,Urban,110.49,51.5,29.3,14.2,0.18,9,42,352,109,,,9334869047916,Amul Dairy 1010,Dairy,Amul,Mid,31,11,7.4,9278,147,108,70.55,Y,Y,80,53,25,Flash Sale,3108,0,0,0,03/30/2023,N,31,78,619,1406,N,0,97.88,29,0.15,1.01
11/30/2023,3,11,2023,0,1,1008,Home,163.2,0.29,115.87,1,Urban,155.39,167.0,-2.4,1.0,0.48,7,37,172,141,,,7213260892703,Ikea Bedding 1008,Bedding,Ikea,Mid,2326,9,5.5,5995,826,41,83.79,Y,N,68,80,31,BOGO,6220,1,0,0,08/26/2021,N,20,121,543,1111,N,2,85.22,13,0.29,3.44
05/17/2023,2,5,2023,0,0,1012,Electronics,297.94,0.1,268.15,15,Urban,315.77,173.0,33.1,1.0,0.91,11,104,415,97,,,8638690599897,Samsung Mobiles 1012,Mobiles,Samsung,Premium,1796,6,5.9,12371,1727,59,153.0,N,Y,19,68,88,None,1442,0,1,0,08/24/2018,N,26,71,584,1272,N,2,96.51,17,0.4,1.64
03/17/2023,4,3,2023,0,1,1017,Home,40.75,0.14,35.04,2,Urban,38.89,194.8,19.5,0.9,0.32,1,92,102,151,,,5394891561256,Tupperware Bedding 1017,Bedding,Tupperware,Premium,2810,8,2.9,6891,86,109,23.34,N,Y,25,19,28,None,1631,0,0,0,12/21/2022,N,17,134,522,1030,N,3,97.21,40,0.19,1.39
02/04/2023,5,2,2023,1,0,1010,Grocery,77.99,0.08,71.75,16,Rural,70.71,77.1,27.0,7.8,0.97,14,121,159,156,,,9334869047916,Amul Dairy 1010,Dairy,Amul,Mid,31,9,2.8,1951,147,80,65.41,N,Y,34,25,72,None,1233,1,0,0,09/10/2022,N,28,128,598,1325,N,3,91.14,23,0.3,1.95
01/01/2023,6,1,2023,1,0,1014,Clothing,41.26,0.12,36.31,20,Urban,41.4,139.2,11.3,0.0,0.1,2,163,256,143,New Year,Gifting Season,2238210451428,FabIndia Winter wear 1014,Winter wear,FabIndia,Mid,1071,9,5.7,8788,1239,124,27.53,Y,N,50,34,57,BOGO,1705,1,0,0,08/11/2019,Y,34,109,639,1486,N,1,89.7,25,0.18,1.15
10/23/2023,0,10,2023,0,0,1018,Grocery,407.1,0.11,362.32,5,Urban,382.4,114.0,7.8,0.7,0.9,1,123,201,83,,,9284369426405,Amul Beverages 1018,Beverages,Amul,Mid,82,11,6.6,5663,653,36,343.6,N,Y,23,50,34,None,1123,0,0,0,01/08/2022,Y,24,59,571,1218,N,0,87.51,7,0.24,2.31
11/16/2023,3,11,2023,0,0,1000,Grocery,377.44,0.26,279.31,19,Urban,396.9,100.2,13.5,3.9,0.45,9,38,44,85,,,6817973669476,Amul Spices 1000,Spices,Amul,Budget,63,15,3.6,7003,1680,60,246.0,Y,N,37,23,25,Flash Sale,4835,0,0,0,04/11/2019,N,12,73,488,896,N,3,96.9,16,0.19,1.42
03/01/2023,2,3,2023,0,0,1003,Grocery,377.89,0.28,272.08,5,Urban,388.56,134.8,0.9,1.4,0.07,4,148,63,107,,,1131674445030,Nestle Dairy 1003,Dairy,Nestle,Mid,48,11,6.6,5663,45,44,320.46,Y,N,37,37,52,Loyalty Only,3577,1,0,0,01/15/2023,N,42,65,694,1700,N,1,94.37,9,0.23,2.43
11/16/2023,3,11,2023,0,0,1013,Beauty,359.58,0.47,190.58,2,Urban,390.04,167.4,9.3,0.5,0.88,10,111,195,119,,,6642929148227,Dove Fragrance 1013,Fragrance,Dove,Mid,527,8,2.9,6891,416,50,229.94,Y,Y,58,37,102,Seasonal Discount,2695,0,0,0,09/26/2022,N,36,83,653,1540,N,0,91.99,16,0.12,2.38
12/15/2023,4,12,2023,0,0,1013,Home,336.35,0.1,302.72,7,Urban,355.39,53.5,29.3,2.2,0.25,14,171,476,53,,,8394125838184,Sleepwell Furniture 1013,Furniture,Sleepwell,Mid,2850,8,7.3,11584,767,51,240.13,N,N,87,58,64,None,681,0,1,0,11/08/2021,N,13,40,495,923,N,1,98.12,27,0.36,1.04
11/24/2023,4,11,2023,0,0,1002,Home,241.11,0.32,163.95,3,Urban,225.72,195.4,-3.5,1.6,0.02,8,113,390,125,,,660993912552,Ikea Kitchenware 1002,Kitchenware,Ikea,Premium,2154,9,6.6,14271,534,94,196.59,Y,Y,73,87,109,Flash Sale,5604,0,0,0,06/08/2022,N,29,96,605,1352,N,0,95.1,23,0.2,1.33
09/24/2023,6,9,2023,1,0,1016,Home,322.93,0.41,190.53,17,Urban,342.32,171.5,1.0,3.6,0.14,5,57,421,126,,,4975301079524,Philips Kitchenware 1016,Kitchenware,Philips,Mid,2051,11,7.4,9278,1701,77,241.59,Y,Y,88,73,20,BOGO,6676,0,0,0,01/27/2019,N,48,78,736,1861,N,0,89.88,41,0.13,1.64
12/27/2023,2,12,2023,0,0,1002,Beauty,23.99,0.28,17.27,3,Urban,24.67,162.7,0.0,19.4,0.66,5,164,69,160,,,8588322527842,L'oreal Makeup 1002,Makeup,L'oreal,Mid,577,9,6.6,14271,1452,51,12.3,Y,Y,37,88,28,Flash Sale,2469,0,1,0,01/05/2020,N,28,132,598,1325,Y,3,90.6,23,0.26,3.14
08/17/2023,3,8,2023,0,0,1015,Clothing,312.62,0.13,271.98,13,Rural,323.18,164.1,11.1,0.7,0.98,5,133,180,116,,,5121255293176,FabIndia Activewear 1015,Activewear,FabIndia,Premium,1105,6,3.6,705,173,93,161.46,N,N,28,37,65,None,1120,0,0,0,02/25/2023,N,26,90,584,1272,N,0,91.39,32,0.18,1.25
